16:59:57:16,0.012641580775380135,0.01436644047498703,0.008264181204140186,-0.1991289258003235,0.002392675494775176,0.002311746357008815,0.1042170524597168,0.19428493082523346,-10.95449161529541,-75.38467407226562,8
16:59:57:22,0.012775429524481297,0.016474304720759392,0.0043663326650857925,-0.2693212926387787,0.0023857466876506805,0.002260630950331688,0.09961739927530289,0.059353042393922806,-15.112854957580566,-121.40443420410156,8
16:59:57:27,0.008137371391057968,0.011661424301564693,0.013254228979349136,-0.5562555193901062,0.002338751684874296,0.0021894369274377823,0.13074538111686707,0.18389014899730682,-37.70404052734375,-228.78724670410156,8
16:59:57:32,0.0064106956124305725,0.009147129021584988,0.003508196910843253,0.1726645678281784,0.0023020056542009115,0.002307147951796651,0.06789843738079071,0.1048341765999794,-41.49720764160156,-56.66884994506836,8
16:59:57:37,0.0170249342918396,0.0036484950687736273,0.005404103547334671,0.11730537563562393,0.002338943537324667,0.002239980734884739,0.1355518400669098,0.09711387753486633,20.687835693359375,-36.53532028198242,8
16:59:57:42,0.01646229811012745,0.014126580208539963,0.003819679142907262,-0.13478487730026245,0.0025043387431651354,0.0022967809345573187,0.17847879230976105,0.00046895109699107707,4.078958511352539,-34.27412414550781,8
16:59:57:47,0.003519716439768672,0.0133653674274683,0.0009484215988777578,0.23265264928340912,0.0022846641950309277,0.0023945393040776253,0.09169957786798477,0.11444178968667984,-12.27163028717041,-52.0084342956543,8
16:59:57:50,0.007654127199202776,0.012921837158501148,0.0084491902962327,-0.2729656398296356,0.002325126202777028,0.0024517362471669912,0.21492864191532135,0.1999398171901703,9.243243217468262,-77.80479431152344,8
16:59:57:58,0.0061813541688025,0.016301361843943596,0.021233314648270607,-0.0601717010140419,0.002408330561593175,0.002509942976757884,0.11337907612323761,0.04857517033815384,-22.743555068969727,-93.36800384521484,8
16:59:57:61,0.003816649317741394,0.014048650860786438,0.014432985335588455,-0.49028608202934265,0.0023529177997261286,0.0023089058231562376,0.06490054726600647,0.10014855116605759,-3.8036952018737793,7.05121374130249,8
16:59:57:66,0.005271336995065212,0.019135484471917152,0.00990999210625887,-0.1705581545829773,0.002321525476872921,0.002423472236841917,0.09333149343729019,0.09649433940649033,5.774773597717285,-66.30187225341797,8
16:59:57:71,0.0005225023487582803,0.007131216116249561,0.0068879821337759495,-0.022267496213316917,0.00244211801327765,0.002359072444960475,0.06296970695257187,0.2407914251089096,3.219820976257324,-165.09056091308594,8
16:59:57:76,0.002328289672732353,0.015747377648949623,0.000155795001774095,-0.1570720374584198,0.0022369707003235817,0.002530327532440424,0.10686875134706497,0.07000260800123215,-12.901357650756836,-125.58526611328125,8
16:59:57:81,0.0010993612231686711,0.01776735484600067,0.004694934003055096,0.05466403067111969,0.002378516597673297,0.002202292438596487,0.12972085177898407,0.13988222181797028,4.535161018371582,-172.25181579589844,8
16:59:57:86,0.007402990013360977,0.003770534647628665,0.011268272995948792,-0.5150325298309326,0.002413115231320262,0.0022687744349241257,0.03090597316622734,0.07800890505313873,-21.352294921875,-35.90385437011719,8
16:59:57:91,0.006074863951653242,0.009685816243290901,0.010421635583043098,-0.5700886249542236,0.0023315250873565674,0.0024171159602701664,0.14180909097194672,0.16443830728530884,-9.896244049072266,-96.16661834716797,8
16:59:57:96,0.005335605703294277,0.00885304156690836,0.015678979456424713,-0.14204923808574677,0.002467162674292922,0.002260799752548337,0.13572953641414642,0.10565800219774246,2.00833797454834,-1.4724433422088623,8
16:59:58:01,0.00713946670293808,0.015227808617055416,0.015928849577903748,-0.43908917903900146,0.0024682567454874516,0.00238649919629097,0.028905339539051056,0.09948449581861496,-5.9361395835876465,-95.88813018798828,8
16:59:58:06,0.0070243398658931255,0.01531020924448967,0.0022982615046203136,-0.0534074604511261,0.0022405830677598715,0.0021223847288638353,0.06104534491896629,0.15457282960414886,10.573283195495605,-132.09156799316406,8
16:59:58:11,0.009693754836916924,0.01114967092871666,0.015706641599535942,0.23287692666053772,0.002284492366015911,0.002359978621825576,0.0765366479754448,0.09908183664083481,27.41818618774414,-11.912965774536133,8
16:59:58:17,0.008850682526826859,0.017393721267580986,0.006247221026569605,0.20601363480091095,0.0022908300161361694,0.0021568918600678444,0.1444641649723053,0.028253842145204544,7.169229984283447,-68.74333190917969,8
16:59:58:22,0.006603072863072157,0.008853094652295113,0.0071577816270291805,0.44357118010520935,0.0022083590738475323,0.0021697389893233776,0.17882715165615082,0.11512719839811325,12.886293411254883,-150.56558227539062,8
16:59:58:27,0.016809452325105667,0.031675778329372406,0.01228920929133892,-0.22411702573299408,0.0024804999120533466,0.0023334953002631664,0.1542900651693344,0.1061631292104721,-26.705480575561523,-41.67049026489258,8
16:59:58:32,0.006019899155944586,0.028636617586016655,0.010641980916261673,0.219419926404953,0.002369101159274578,0.002132490975782275,0.11470753699541092,0.10545521229505539,4.007039546966553,-87.89820098876953,8
16:59:58:37,0.017319705337285995,0.02174970507621765,0.00707044405862689,-0.3512376546859741,0.0023043763358145952,0.0023202502634376287,0.07654396444559097,0.22583149373531342,-16.538799285888672,-68.27348327636719,8
16:59:58:42,0.008858900517225266,0.01587480492889881,0.0030148227233439684,-0.33244016766548157,0.0024100944865494967,0.0022408440709114075,0.07719695568084717,0.20262958109378815,37.253597259521484,10.464395523071289,8
16:59:58:47,0.004376836586743593,0.017368821427226067,0.004591132048517466,-0.061340052634477615,0.002249320736154914,0.0024640588089823723,0.10596033185720444,0.1372734010219574,8.696575164794922,-13.815234184265137,8
